label,fam,fam_quelle,kdate,datum_quelle,cohort
OpenAIMay09Police,datausa-police-wage-age,seite,May09,labelname,datausa-police-wage-age|May09
OpenAIMay10CVD,ihme-cvd-deaths,stichwort,May10,labelname,ihme-cvd-deaths|May10
OpenAIMay11Police,datausa-police-wage-age,seite,May11,labelname,datausa-police-wage-age|May11
OpenAIMay15Construction,,keine,May15,labelname,
OpenAIMay19CVD,ihme-cvd-deaths,seite,May19,labelname,ihme-cvd-deaths|May19
OpenAIMay22AsianScout,datausa-enrollment-asian,seite,May22,labelname,datausa-enrollment-asian|May22
OpenAIMay23Cloth,,keine,May23,labelname,
OpenAIMay26Construction,datausa-construction-workforce,seite,May26,labelname,datausa-construction-workforce|May26
OpenAIMay31Maids,datausa-maids-wage,seite,May31,labelname,datausa-maids-wage|May31
OpenAINov01FPScout,ihme-family-planning,seite,Nov01,labelname,ihme-family-planning|Nov01
OpenAINov09Police,datausa-police-wage-age,seite,Nov09,labelname,datausa-police-wage-age|Nov09
OpenAINov14HelperA2,datausa-cashiers-masters,seite,Nov14,labelname,datausa-cashiers-masters|Nov14
OpenAINov16CVD,ihme-cvd-deaths,seite,Nov16,labelname,ihme-cvd-deaths|Nov16
OpenAINov17Watcher,datausa-maids-wage,seite,Nov17,labelname,datausa-maids-wage|Nov17
OpenAINov22Equity,oecd-equity,seite,Nov22,labelname,oecd-equity|Nov22
OpenAINov23Police,datausa-police-wage-age,seite,Nov23,labelname,datausa-police-wage-age|Nov23
OpenAINov24ClothingX,datausa-clothing-workforce,seite,Nov24,labelname,datausa-clothing-workforce|Nov24
OpenAINov27FP,ihme-family-planning,seite,Nov27,labelname,ihme-family-planning|Nov27
OpenAINov28CVD,ihme-cvd-deaths,seite,Nov28,labelname,ihme-cvd-deaths|Nov28
OpenAIOECDJul23,oecd-equity,seite,Jul23,labelname,oecd-equity|Jul23
OpenAIOECDNov27,oecd-equity,seite,Nov27,labelname,oecd-equity|Nov27
OpenAIObserverAug08X,datausa-clothing-workforce,seite,Aug08,labelname,datausa-clothing-workforce|Aug08
OpenAIObserverNov09,datausa-clothing-workforce,seite,Nov09,labelname,datausa-clothing-workforce|Nov09
OpenAIOct10Cashier,datausa-cashiers-masters,seite,Oct10,labelname,datausa-cashiers-masters|Oct10
OpenAIOct11StateScout,datausa-poverty-state,seite,Oct11,labelname,datausa-poverty-state|Oct11
OpenAIOct16Cashier,datausa-cashiers-masters,seite,Oct16,labelname,datausa-cashiers-masters|Oct16
OpenAIOct21ConstructionX,datausa-construction-workforce,seite,Oct21,labelname,datausa-construction-workforce|Oct21
OpenAIOct22CVD,ihme-cvd-deaths,seite,Oct22,labelname,ihme-cvd-deaths|Oct22
OpenAIOct23Police,datausa-police-wage-age,seite,Oct23,labelname,datausa-police-wage-age|Oct23
OpenAIOct28FPScout,ihme-family-planning,seite,Oct28,labelname,ihme-family-planning|Oct28
OpenAIOct29CVDLive,ihme-cvd-deaths,stichwort,Oct29,labelname,ihme-cvd-deaths|Oct29
OpenAIOct30Fast,ihme-cvd-deaths,stichwort,Oct30,labelname,ihme-cvd-deaths|Oct30
OpenAIOurSep01GroceryX,datausa-grocery-workforce,seite,Sep01,labelname,datausa-grocery-workforce|Sep01
OpenAIPage,,keine,,keine,
OpenAIPolandNeed,ihme-cvd-deaths,stichwort,,keine,
OpenAIProbeOct12,datausa-clothing-workforce,seite,Oct12,labelname,datausa-clothing-workforce|Oct12
OpenAIProbeX,,keine,,keine,
OpenAIRecon24680,datausa-cashiers-masters,seite,Dec21,signatur,datausa-cashiers-masters|Dec21
OpenAIResearch,datausa-clothing-workforce,seite,,keine,
OpenAIResearch1781636008,datausa-sector61-state,seite,May13,signatur,datausa-sector61-state|May13
OpenAIResearch1781636031,datausa-occupation-salary-61-62,stichwort,,keine,
OpenAIResearch1781636085,datausa-occupation-salary-61-62,stichwort,,keine,
OpenAIResearch1781711243,datausa-poverty-county,seite,Sep22,signatur,datausa-poverty-county|Sep22
OpenAIResearch1e0a5c,datausa-grocery-workforce,seite,,keine,
OpenAIResearch4d7048,vermont-rent,seite,,keine,
OpenAIResearchAgent,datausa-transport-production,seite,May08,signatur,datausa-transport-production|May08
OpenAIResearchAgentMar09,datausa-clothing-workforce,seite,Mar09,labelname,datausa-clothing-workforce|Mar09
OpenAIResearchAgentMay27,datausa-clothing-workforce,seite,May27,labelname,datausa-clothing-workforce|May27
OpenAIResearchAgentQX,datausa-clothing-workforce,seite,,keine,
OpenAIResearchAgentSeven,uefa-pass-accuracy,seite,Mar16,signatur,uefa-pass-accuracy|Mar16
OpenAIResearchApr07X,datausa-clothing-workforce,seite,Apr07,labelname,datausa-clothing-workforce|Apr07
OpenAIResearchApr08X,datausa-language-french,seite,Apr08,labelname,datausa-language-french|Apr08
OpenAIResearchApr10X,datausa-cashiers-masters,seite,Apr10,labelname,datausa-cashiers-masters|Apr10
OpenAIResearchApr12,datausa-construction-workforce,seite,Apr12,labelname,datausa-construction-workforce|Apr12
OpenAIResearchApr13,datausa-construction-workforce,seite,Apr13,labelname,datausa-construction-workforce|Apr13
OpenAIResearchApr15X,dataafrica-health-stunting,seite,Apr15,labelname,dataafrica-health-stunting|Apr15
OpenAIResearchApr17X,datausa-transport-production,seite,Apr17,labelname,datausa-transport-production|Apr17
OpenAIResearchApr18X,datausa-language-french,seite,Apr18,labelname,datausa-language-french|Apr18
OpenAIResearchApr19,datausa-sector61-state,seite,Apr19,labelname,datausa-sector61-state|Apr19
OpenAIResearchApr22,datausa-sector61-state,seite,Apr22,labelname,datausa-sector61-state|Apr22
OpenAIResearchApr23,ihme-cvd-deaths,seite,Apr23,labelname,ihme-cvd-deaths|Apr23
OpenAIResearchApr30,ihme-cvd-deaths,seite,Apr30,labelname,ihme-cvd-deaths|Apr30
OpenAIResearchAug,vermont-rent,seite,Aug29,signatur,vermont-rent|Aug29
OpenAIResearchAug09X,datausa-grocery-workforce,seite,Aug09,labelname,datausa-grocery-workforce|Aug09
OpenAIResearchAug12,datausa-language-french,seite,Aug12,labelname,datausa-language-french|Aug12
OpenAIResearchAug14,datausa-occupation-salary-61-62,stichwort,Aug14,labelname,datausa-occupation-salary-61-62|Aug14
OpenAIResearchAug14X,datausa-clothing-workforce,seite,Aug14,labelname,datausa-clothing-workforce|Aug14
OpenAIResearchAug19X,,keine,Aug19,labelname,
OpenAIResearchAug21X,datausa-production-share,seite,Aug21,labelname,datausa-production-share|Aug21
OpenAIResearchAug5X,,keine,,keine,
OpenAIResearchBot,datausa-occupation-salary-61-62,stichwort,,keine,
OpenAIResearchDataUSA,datausa-language-french,seite,Aug03,signatur,datausa-language-french|Aug03
OpenAIResearchDec10X,datausa-clothing-workforce,seite,Dec10,labelname,datausa-clothing-workforce|Dec10
OpenAIResearchDec11X,datausa-construction-workforce,seite,Dec11,labelname,datausa-construction-workforce|Dec11
OpenAIResearchDec17X,datausa-sector61-state,seite,Dec17,labelname,datausa-sector61-state|Dec17
OpenAIResearchDec21Unique,datausa-sector61-state,seite,Dec21,labelname,datausa-sector61-state|Dec21
OpenAIResearchDec24X,datausa-sector61-state,seite,Dec24,labelname,datausa-sector61-state|Dec24
OpenAIResearchDec30CVD,ihme-cvd-deaths,seite,Dec30,labelname,ihme-cvd-deaths|Dec30
OpenAIResearchDec31X,datausa-clothing-workforce,seite,Dec31,labelname,datausa-clothing-workforce|Dec31
OpenAIResearchFeb09X,datausa-enrollment-asian,seite,Feb09,labelname,datausa-enrollment-asian|Feb09
OpenAIResearchFeb12,datausa-poverty-county,stichwort,Feb12,labelname,datausa-poverty-county|Feb12
OpenAIResearchFeb17,datausa-language-french,seite,Feb17,labelname,datausa-language-french|Feb17
OpenAIResearchFeb19_298953,,keine,Feb19,labelname,
OpenAIResearchFeb19_619948,datausa-production-share,seite,Feb19,labelname,datausa-production-share|Feb19
OpenAIResearchFeb19_825209,,keine,Feb19,labelname,
OpenAIResearchFeb19_827081,,keine,Feb19,labelname,
OpenAIResearchFeb20X,datausa-clothing-workforce,seite,Feb20,labelname,datausa-clothing-workforce|Feb20
OpenAIResearchFeb21X,datausa-cashiers-masters,seite,Feb21,labelname,datausa-cashiers-masters|Feb21
OpenAIResearchHelper,datausa-clothing-workforce,seite,Aug09,signatur,datausa-clothing-workforce|Aug09
OpenAIResearchHelper507215,datausa-occupation-salary-61-62,stichwort,,keine,
OpenAIResearchHelper574633,datausa-occupation-salary-61-62,stichwort,,keine,
OpenAIResearchHelper725939,datausa-sector61-state,seite,Jun20,signatur,datausa-sector61-state|Jun20
OpenAIResearchHelper998,,keine,,keine,
OpenAIResearchHelperMar19,datausa-clothing-workforce,seite,Mar19,labelname,datausa-clothing-workforce|Mar19
OpenAIResearchHelperX,datausa-language-french,seite,Aug12,signatur,datausa-language-french|Aug12
OpenAIResearchHelperXQ,datausa-sector61-state,seite,Dec18,signatur,datausa-sector61-state|Dec18
OpenAIResearchJan021781880284,datausa-cashiers-masters,seite,Jan02,signatur,datausa-cashiers-masters|Jan02
OpenAIResearchJan021781880878,datausa-cashiers-masters,seite,Jan02,signatur,datausa-cashiers-masters|Jan02
OpenAIResearchJan021781881386,datausa-cashiers-bachelors,seite,Jan02,signatur,datausa-cashiers-bachelors|Jan02
OpenAIResearchJan021781882176,datausa-cashiers-bachelors,seite,Jan02,signatur,datausa-cashiers-bachelors|Jan02
OpenAIResearchJan021781883021,datausa-cashiers-masters,seite,Jan02,signatur,datausa-cashiers-masters|Jan02
OpenAIResearchJan021781883377,datausa-cashiers-bachelors,seite,Jan02,signatur,datausa-cashiers-bachelors|Jan02
OpenAIResearchJan021781883427,datausa-cashiers-masters,seite,Jan02,signatur,datausa-cashiers-masters|Jan02
OpenAIResearchJan021781883584,datausa-cashiers-masters,seite,Jan02,signatur,datausa-cashiers-masters|Jan02
OpenAIResearchJan08,datausa-grocery-workforce,seite,Jan08,labelname,datausa-grocery-workforce|Jan08
OpenAIResearchJul02Live,datausa-clothing-workforce,seite,Jul02,labelname,datausa-clothing-workforce|Jul02
OpenAIResearchJul09,datausa-cashiers-masters,seite,Jul09,labelname,datausa-cashiers-masters|Jul09
OpenAIResearchJul11,datausa-sector61-state,seite,Jul11,labelname,datausa-sector61-state|Jul11
OpenAIResearchJul11X,datausa-clothing-workforce,seite,Jul11,labelname,datausa-clothing-workforce|Jul11
OpenAIResearchJul16X,datausa-construction-workforce,seite,Jul16,labelname,datausa-construction-workforce|Jul16
OpenAIResearchJul25Prod,,keine,Jul25,labelname,
OpenAIResearchJul28,datausa-clothing-workforce,seite,Jul28,labelname,datausa-clothing-workforce|Jul28
OpenAIResearchJulX,datausa-construction-workforce,seite,,keine,
OpenAIResearchJun19,vermont-rent,seite,Jun19,labelname,vermont-rent|Jun19
OpenAIResearchJun22XYZ,datausa-poverty-state,stichwort,Jun22,labelname,datausa-poverty-state|Jun22
OpenAIResearchJun24,,keine,Jun24,labelname,
OpenAIResearchJun30,datausa-clothing-workforce,seite,Jun30,labelname,datausa-clothing-workforce|Jun30
OpenAIResearchJune18X,,keine,,keine,
OpenAIResearchMar02,datausa-cashiers-bachelors,seite,Mar02,labelname,datausa-cashiers-bachelors|Mar02
OpenAIResearchMar13,datausa-police-wage-age,seite,Mar13,labelname,datausa-police-wage-age|Mar13
OpenAIResearchMar20X,datausa-production-share,seite,Mar20,labelname,datausa-production-share|Mar20
OpenAIResearchMar22,datausa-maids-wage,seite,Mar22,labelname,datausa-maids-wage|Mar22
OpenAIResearchMar22OECD,oecd-equity,seite,Mar22,labelname,oecd-equity|Mar22
OpenAIResearchMar23X,datausa-construction-workforce,stichwort,Mar23,labelname,datausa-construction-workforce|Mar23
OpenAIResearchMar25,ihme-cvd-deaths,seite,Mar25,labelname,ihme-cvd-deaths|Mar25
OpenAIResearchMarTen,datausa-police-wage-age,seite,Mar10,signatur,datausa-police-wage-age|Mar10
OpenAIResearchMay01X,datausa-sector61-state,seite,May01,labelname,datausa-sector61-state|May01
OpenAIResearchMay02,ihme-cvd-deaths,seite,May02,labelname,ihme-cvd-deaths|May02
OpenAIResearchMay07,datausa-cashiers-masters,seite,May07,labelname,datausa-cashiers-masters|May07
OpenAIResearchMay13X7,datausa-clothing-workforce,seite,May13,labelname,datausa-clothing-workforce|May13
OpenAIResearchMay13X7B,,keine,May13,labelname,
OpenAIResearchMay2027,datausa-occupation-salary-61-62,stichwort,,keine,
OpenAIResearchMay21,datausa-grocery-workforce,seite,May21,labelname,datausa-grocery-workforce|May21
OpenAIResearchMay24,,keine,May24,labelname,
OpenAIResearchNov01X,datausa-language-french,seite,Nov01,labelname,datausa-language-french|Nov01
OpenAIResearchNov03,,keine,Nov03,labelname,
OpenAIResearchNov05B,datausa-construction-workforce,seite,Nov05,labelname,datausa-construction-workforce|Nov05
OpenAIResearchNov05C,datausa-construction-workforce,seite,Nov05,labelname,datausa-construction-workforce|Nov05
OpenAIResearchNov14LangX,datausa-language-french,seite,Nov14,labelname,datausa-language-french|Nov14
OpenAIResearchNov18X,oecd-equity,seite,Nov18,labelname,oecd-equity|Nov18
OpenAIResearchNov22,datausa-maids-wage,seite,Nov22,labelname,datausa-maids-wage|Nov22
OpenAIResearchNov24X,datausa-language-french,seite,Nov24,labelname,datausa-language-french|Nov24
OpenAIResearchNov30DataX,datausa-language-french,seite,Nov30,labelname,datausa-language-french|Nov30
OpenAIResearchNova,,keine,,keine,
OpenAIResearchOct02,datausa-enrollment-asian,seite,Oct02,labelname,datausa-enrollment-asian|Oct02
OpenAIResearchOct03X,datausa-clothing-workforce,seite,Oct03,labelname,datausa-clothing-workforce|Oct03
OpenAIResearchOct09,ihme-cvd-deaths,seite,Oct09,labelname,ihme-cvd-deaths|Oct09
OpenAIResearchOct10,datausa-sector61-state,seite,Oct10,labelname,datausa-sector61-state|Oct10
OpenAIResearchOct14X,datausa-cashiers-bachelors,seite,Oct14,labelname,datausa-cashiers-bachelors|Oct14
OpenAIResearchOct18,datausa-cashiers-masters,seite,Oct18,labelname,datausa-cashiers-masters|Oct18
OpenAIResearchOct25X,ihme-cvd-deaths,seite,Oct25,labelname,ihme-cvd-deaths|Oct25
OpenAIResearchOct29X,datausa-language-french,seite,Oct29,labelname,datausa-language-french|Oct29
OpenAIResearchOct4,datausa-transport-production,seite,,keine,
OpenAIResearchSec2027,,keine,,keine,
OpenAIResearchSec2028,vermont-rent,seite,,keine,
OpenAIResearchSep02,datausa-cashiers-masters,seite,Sep02,labelname,datausa-cashiers-masters|Sep02
OpenAIResearchSep05X,datausa-language-french,seite,Sep05,labelname,datausa-language-french|Sep05
OpenAIResearchSep06,ihme-cvd-deaths,stichwort,Sep06,labelname,ihme-cvd-deaths|Sep06
OpenAIResearchSep12,datausa-cashiers-bachelors,seite,Sep12,labelname,datausa-cashiers-bachelors|Sep12
OpenAIResearchSep13X,datausa-language-french,seite,Sep13,labelname,datausa-language-french|Sep13
OpenAIResearchSep17X,datausa-language-french,seite,Sep17,labelname,datausa-language-french|Sep17
OpenAIResearchSep19,datausa-clothing-workforce,seite,Sep19,labelname,datausa-clothing-workforce|Sep19
OpenAIResearchSep20,datausa-construction-workforce,seite,Sep20,labelname,datausa-construction-workforce|Sep20
OpenAIResearchSep22,ihme-cvd-deaths,seite,Sep22,labelname,ihme-cvd-deaths|Sep22
OpenAIResearchSep23Lang,datausa-language-french,seite,Sep23,labelname,datausa-language-french|Sep23
OpenAIResearchSep29X,datausa-clothing-workforce,seite,Sep29,labelname,datausa-clothing-workforce|Sep29
OpenAIResearchSep8,vermont-rent,seite,Aug11,signatur,vermont-rent|Aug11
OpenAIResearchSep8W,,keine,,keine,
OpenAIResearchSepTwenty,,keine,,keine,
OpenAIResearchTempX,datausa-enrollment-asian,seite,,keine,
OpenAIResearchTempXQ,datausa-clothing-workforce,seite,Aug25,signatur,datausa-clothing-workforce|Aug25
OpenAIResearchTempXQ2,datausa-occupation-salary-61-62,stichwort,,keine,
OpenAIResearchTest2026,vermont-rent,seite,,keine,
OpenAIResearchTestNameCamel,,keine,,keine,
OpenAIResearchTestXYZ,vermont-rent,seite,,keine,
OpenAIResearchTrialXQ995,,keine,,keine,
OpenAIResearcha7e19f,datausa-grocery-workforce,stichwort,,keine,
OpenAIResearchc317c5,vermont-rent,seite,,keine,
OpenAIResearchde6d05,datausa-grocery-workforce,seite,Mar25,signatur,datausa-grocery-workforce|Mar25
OpenAIResearcher,datausa-poverty-county,seite,Nov26,signatur,datausa-poverty-county|Nov26
OpenAIResearcher1781636,datausa-clothing-workforce,seite,Jul09,signatur,datausa-clothing-workforce|Jul09
OpenAIResearcher20260501,,keine,,keine,
OpenAIResearcher987,datausa-finance-gender-gap,seite,Aug27,signatur,datausa-finance-gender-gap|Aug27
OpenAIResearcher98765,,keine,,keine,
OpenAIResearcherAlpha,,keine,,keine,
OpenAIResearcherApr03,,keine,Apr03,labelname,
OpenAIResearcherApr19,datausa-clothing-workforce,seite,Apr19,labelname,datausa-clothing-workforce|Apr19
OpenAIResearcherApr20,datausa-clothing-workforce,seite,Apr20,labelname,datausa-clothing-workforce|Apr20
OpenAIResearcherApr8,,keine,,keine,
OpenAIResearcherAug07,datausa-sector61-state,seite,Aug07,labelname,datausa-sector61-state|Aug07
OpenAIResearcherAug08,datausa-clothing-workforce,seite,Aug08,labelname,datausa-clothing-workforce|Aug08
OpenAIResearcherAug09,datausa-clothing-workforce,seite,Aug09,labelname,datausa-clothing-workforce|Aug09
OpenAIResearcherAug19,datausa-clothing-workforce,seite,Aug19,labelname,datausa-clothing-workforce|Aug19
OpenAIResearcherAug28Y1781638448,datausa-clothing-workforce,seite,Aug28,labelname,datausa-clothing-workforce|Aug28
OpenAIResearcherAugX638592,datausa-clothing-workforce,seite,,keine,
OpenAIResearcherCamelNew1781808467,,keine,,keine,
OpenAIResearcherDec09X,datausa-clothing-workforce,seite,Dec09,labelname,datausa-clothing-workforce|Dec09
OpenAIResearcherEDOZFdOL,datausa-occupation-salary-61-62,stichwort,,keine,
OpenAIResearcherFeb,datausa-poverty-state,stichwort,,keine,
OpenAIResearcherFeb01X,datausa-clothing-workforce,seite,Feb01,labelname,datausa-clothing-workforce|Feb01
OpenAIResearcherFeb06,datausa-cashiers-bachelors,seite,Feb06,labelname,datausa-cashiers-bachelors|Feb06
OpenAIResearcherFeb24X,datausa-clothing-workforce,seite,Feb24,labelname,datausa-clothing-workforce|Feb24
OpenAIResearcherFeb27X,datausa-clothing-workforce,seite,Feb27,labelname,datausa-clothing-workforce|Feb27
OpenAIResearcherJan,datausa-construction-workforce,seite,Jan01,selbstnennung,datausa-construction-workforce|Jan01
OpenAIResearcherJan28X,datausa-clothing-workforce,seite,Jan28,labelname,datausa-clothing-workforce|Jan28
OpenAIResearcherJul03X,datausa-clothing-workforce,seite,Jul03,labelname,datausa-clothing-workforce|Jul03
OpenAIResearcherJul13,datausa-clothing-workforce,seite,Jul13,labelname,datausa-clothing-workforce|Jul13
OpenAIResearcherJul31,datausa-construction-workforce,stichwort,Jul31,labelname,datausa-construction-workforce|Jul31
OpenAIResearcherJuly,datausa-sector61-state,seite,Jul16,signatur,datausa-sector61-state|Jul16
OpenAIResearcherJun,,keine,,keine,
OpenAIResearcherJun05,datausa-clothing-workforce,seite,Jun05,labelname,datausa-clothing-workforce|Jun05
OpenAIResearcherJun27Q,datausa-cashiers-masters,seite,Jun27,labelname,datausa-cashiers-masters|Jun27
OpenAIResearcherJun27X,datausa-language-french,seite,Jun27,labelname,datausa-language-french|Jun27
OpenAIResearcherMA,datausa-occupation-salary-61-62,stichwort,,keine,
OpenAIResearcherMA2,datausa-grocery-workforce,seite,,keine,
OpenAIResearcherMar03X,datausa-sector61-state,seite,Mar03,labelname,datausa-sector61-state|Mar03
OpenAIResearcherMay11,datausa-clothing-workforce,seite,May11,labelname,datausa-clothing-workforce|May11
OpenAIResearcherMay25X,datausa-grocery-workforce,seite,May25,labelname,datausa-grocery-workforce|May25
OpenAIResearcherNov11X,datausa-clothing-workforce,seite,Nov11,labelname,datausa-clothing-workforce|Nov11
OpenAIResearcherNov13Z,datausa-clothing-workforce,seite,Nov13,labelname,datausa-clothing-workforce|Nov13
OpenAIResearcherOct14,datausa-clothing-workforce,seite,Oct14,labelname,datausa-clothing-workforce|Oct14
OpenAIResearcherOct18,datausa-clothing-workforce,seite,Oct18,labelname,datausa-clothing-workforce|Oct18
OpenAIResearcherOct20,datausa-grocery-workforce,stichwort,Oct20,labelname,datausa-grocery-workforce|Oct20
OpenAIResearcherOct25,datausa-clothing-workforce,seite,Oct25,labelname,datausa-clothing-workforce|Oct25
OpenAIResearcherP,datausa-occupation-salary-61-62,stichwort,,keine,
OpenAIResearcherSep12,datausa-clothing-workforce,seite,Sep12,labelname,datausa-clothing-workforce|Sep12
OpenAIResearcherSep21,datausa-grocery-workforce,stichwort,Sep21,labelname,datausa-grocery-workforce|Sep21
OpenAIResearcherX,datausa-language-french,seite,May08,signatur,datausa-language-french|May08
OpenAIResearcherXQ,datausa-police-wage-age,seite,,keine,
OpenAIResearcherXYZ,vermont-rent,seite,,keine,
OpenAIResearcherY,datausa-production-share,seite,Jul08,signatur,datausa-production-share|Jul08
OpenAIResearcherZ,datausa-clothing-workforce,seite,Feb14,selbstnennung,datausa-clothing-workforce|Feb14
OpenAIResearchf9f9ad,,keine,,keine,
